nif,empresa,licitaciones_ganadas,importe_total,ultima_adjudicacion
B15081847,"CONSTRUCCIONES CERNADAS, S.L.",10,227706900,2024-11-05 00:00:00+00
B92695113,MONTAÑEZ SONIDO E ILUMINACIÓN PROFESIONAL S.L.,10,32585062,2024-11-05 00:00:00+00
B83209015,VECTOR SOFTWARE FACTORY S.L.,10,600095511,2024-10-31 00:00:00+00
A58066705,TEBEX SA,10,146381608,2024-10-29 00:00:00+00
A59913509,Espasa Calpe SA,10,34688695,2024-10-28 00:00:00+00
A78879285,"KEYTRON, S.A.",10,111431589,2024-10-28 00:00:00+00
B80185838,Delfo Desarrollo laboral y formación,10,186314474,2024-10-25 00:00:00+00
A60367927,Intimus International Iberica S.A.U.,10,8893950,2024-10-14 00:00:00+00
B16339905,ICR CONSTRUCCION Y SOSTENIBILIDAD S.L.,10,192449212,2024-10-14 00:00:00+00
B45307659,AUTOCARES ESTEBAN SANCHEZ S.L.,10,30979050,2024-10-11 00:00:00+00
A79707295,"ILUNION SALUD,S.A.",10,158876751,2024-10-08 00:00:00+00
B32403495,"PORTALWEB FISAUDE, S.L.",10,47248463,2024-09-26 00:00:00+00
B14665780,"LAGAIN PROFESSIONAL,S.L.",10,142770333,2024-09-26 00:00:00+00
B53792982,Imporecord SL,10,14338479,2024-09-23 00:00:00+00
B65900334,ALTE TECHNOLOGIES S.L.,10,2996554,2024-09-20 00:00:00+00
A28018083,SOCIEDAD IBERICA CONSTRUCCIONES ELECTRICAS S.A.,10,976343010,2024-09-13 00:00:00+00
B13482492,ORIENTACIÓN SUR CONSULTORÍA SL,10,49347200,2024-09-04 00:00:00+00
B04895736,"INDALICA HORMIGONES, S.L.",10,55284370,2024-09-02 00:00:00+00
B73511057,INFRAESTRUCTURAS FORESTALES DEL SUR SL,10,23121379,2024-08-28 00:00:00+00
B26030452,IBERACEROS FORJADOS RIOJANOS S.L.,10,19955473,2024-08-27 00:00:00+00
B09340555,"ANTONIO CRESPO CABRITO, S.L.",10,33927140,2024-08-09 00:00:00+00
B09243775,ARROYO BUS SL,10,60505594,2024-08-09 00:00:00+00
B09014333,"AUTOCARES RAMILA, S.L.",10,38617600,2024-08-08 00:00:00+00
B09991712,RSC GALICIA SL,10,44354290,2024-07-24 00:00:00+00
A28079069,TEA EDICIONES SAU,9,41626962,2026-06-02 00:00:00+00
B35968452,"PRODUCCIONES ART BEMBÉ, SL",9,24042000,2026-06-02 00:00:00+00
B14587414,"IGLEMAR CONSTRUCCIONES Y PAVIMENTOS, SL",9,117099794,2026-06-02 00:00:00+00
B12721114,Ofertas Costa Azahar S.L.,9,43569991,2026-06-02 00:00:00+00
A08736431,"AB MEDICA GROUP, S.A.",9,46085800,2026-06-01 00:00:00+00
B38381653,"Suministros de Oficina Ofipapel, S.L.",9,4368643,2026-06-01 00:00:00+00
B73594285,"CONTRATAS Y VIALES DE LEVANTE, S.L.U.",9,232934520,2026-06-01 00:00:00+00
A97050165,q safety by quironprevencion,9,72419102,2026-06-01 00:00:00+00
B85233096,"IBATECH TECNOLOGIA, SLU",9,709365251,2026-05-31 00:00:00+00
B80275035,"Tower Tba, SL",9,384589164,2026-05-29 00:00:00+00
B85893493,Prysma consultoría y tecnología S.L.U.,9,115566365,2026-05-29 00:00:00+00
B28272375,"Compañía Internacional de Analizadores y Control, S.L.",9,412720700,2026-05-29 00:00:00+00
A08829848,"LABORATORIO ECHEVARNE, S.A.",9,8416607,2026-05-29 00:00:00+00
B55701676,"SEALAND ON OFFSHRORE SERVICES, SL.",9,47645679,2026-05-29 00:00:00+00
B38289518,Proyectos e ingeneria de seguridad SL,9,34064605,2026-05-28 00:00:00+00
A28170207,"Interurbana de Autobuses, S.A.",9,216784004,2026-05-28 00:00:00+00
B15165004,"CONSTRUCCIONES GONZALEZ Y GONZALEZ, SL",9,101565767,2026-05-28 00:00:00+00
B38915104,"ATIBAI CONSTRUCCIONES, S.L.",9,144035772,2026-05-28 00:00:00+00
B83959056,"ICU Medical Productos Farmacéuticos y Hospitalarios, S.L.",9,181115575,2026-05-28 00:00:00+00
B40147068,"Prin Espectaculos y Euroconciertos,S.L.",9,41583012,2026-05-28 00:00:00+00
B72798127,Big Time 2022 L.L,9,71692523,2026-05-28 00:00:00+00
B76755537,Cauproges S.L.,9,29541488,2026-05-28 00:00:00+00
B11217486,"FRUCTUOSO PASCUAL E HIJOS, S.L.",9,111891836,2026-05-28 00:00:00+00
B88424445,"ENERGREEN MOBILITY, S.L.",9,1050377612,2026-05-28 00:00:00+00
B28886802,"LECO INSTRUMENTOS, S.L.",9,47844424,2026-05-28 00:00:00+00
B90164443,"Urban Technology, S.L.",9,26315097,2026-05-27 00:00:00+00
A08834012,"Fresenius Medical Care España, SAU",9,911796905,2026-05-27 00:00:00+00
B11335213,"FRIZONIA REFRIGERACIÓN CLIMATIZACIÓN, S.L.",9,37235638,2026-05-27 00:00:00+00
B84929041,"INTEGRAL ART AND DEVELOPMENT, S.L.",9,74129096,2026-05-27 00:00:00+00
B02349215,FRUTAS AUGUSTO SL,9,41322576,2026-05-27 00:00:00+00
B09037649,FRUTAS CARLERO BOTELLA SL,9,49382967,2026-05-27 00:00:00+00
B98151566,Territorio musical SL,9,58461727,2026-05-27 00:00:00+00
B41603390,"HIJOS DE LUCIA CASTRO, S.L.",9,19431001,2026-05-26 00:00:00+00
B57276016,LAVATUR AUTOSERVICIO DE LAVANDERIA S.L.,9,206,2026-05-26 00:00:00+00
B14971204,JULIA RODRIGUEZ ROJAS S.L.,9,34376929,2026-05-26 00:00:00+00
B83307280,"MGI AUDICON & PARTNERS, S.L.P.",9,11172165,2026-05-26 00:00:00+00
A28889939,"MARÍA DOLORES MARTÍNEZ VARA DE REY, S.A.",9,379999373,2026-05-26 00:00:00+00
B13558226,"LAB AUDIT MADRID, S.L.P.",9,23170731,2026-05-26 00:00:00+00
A28585362,ENRIQUE CAT VILA SA,9,8211302,2026-05-26 00:00:00+00
B85596914,"ÁGORA INGENIERÍA SERVICIOS Y PREVENCIÓN, S.L.",9,199993254,2026-05-26 00:00:00+00
A58490723,"MARSEIN, S.A.U",9,513351871,2026-05-25 00:00:00+00
B46660486,ESTUDIO JURÍDICO 4 S.L.,9,16865569,2026-05-25 00:00:00+00
B04735536,"PROYECTOS Y VIAS ALMERIA, SOCIEDAD LIMITADA",9,95784297,2026-05-25 00:00:00+00
B92062736,"Iluminaciones Flores e Hijos, SL",9,58045273,2026-05-25 00:00:00+00
A79322947,Codisoil S.A.,9,22866077,2026-05-25 00:00:00+00
B79932844,DIVICONFE SL,9,59112010,2026-05-25 00:00:00+00
B38515854,"CONSTRUCCIONES ELFIDIO PEREZ, S.L.",9,523633152,2026-05-25 00:00:00+00
B80333347,CENTRO DE ACTIVIDADES VERA S.L.,9,44519555,2026-05-25 00:00:00+00
B50819507,"MULTIANAU, S.L.",9,5756452385,2026-05-25 00:00:00+00
A78659398,Textil Distribuidora SA,9,1138185473,2026-05-22 00:00:00+00
A50024181,"ADIEGO HNOS, SA",9,51621232,2026-05-22 00:00:00+00
B37518685,SOCIAL MOBEL S.L.,9,28622600,2026-05-22 00:00:00+00
A25400185,"MASANES SERVINDUSTRIA, S.A.",9,88911145,2026-05-22 00:00:00+00
B16301533,"Autolineas Rubiocar, s.l.u.",9,626956968,2026-05-22 00:00:00+00
BE0563691645,Wooclap SA,9,20380000,2026-05-21 00:00:00+00
B56236680,Dedwen Servicios de Procura s.l.,9,11531934,2026-05-21 00:00:00+00
B23735012,Producciones Puentes S.L.,9,32959930,2026-05-21 00:00:00+00
B81584989,EUROPEAN QUALITY ASSURANCE SPAIN. S.L,9,5554000,2026-05-21 00:00:00+00
B70329321,OZIONA SOLUCIONES DE ENTRETENIMIENTO S.L,9,79177629,2026-05-21 00:00:00+00
A28012342,Fiat Chrysler Automobiles Spain SA,9,226320700,2026-05-21 00:00:00+00
B09521378,PLANETA SONORO SL,9,61239800,2026-05-21 00:00:00+00
A63001705,INNOVIA-COPTALIA S.A.U.,9,2999324180,2026-05-20 00:00:00+00
B66785080,Photon Export Thin Films & Patents SL,9,64013060,2026-05-20 00:00:00+00
B06258669,"ELECTRICIDAD CUSTODIO, S.L.",9,33980780,2026-05-20 00:00:00+00
B83882472,"EQA Certificados | Mas D Mas |, S.L.",9,67255923,2026-05-19 00:00:00+00
B15448004,IAM RUMBO INSTALACIONES Y OBRAS S.L.,9,165496048,2026-05-19 00:00:00+00
B18583625,"ECOINDUSTRIA DEL RECICLADO, S.L.",9,96983226,2026-05-19 00:00:00+00
B13564596,"MARTATOR INSURANCE, S.L.",9,30411977,2026-05-19 00:00:00+00
B74304254,CUARTA CALLE SL,9,14853455,2026-05-19 00:00:00+00
A78965795,"Onauto, S.A.",9,55401150,2026-05-18 00:00:00+00
B74016932,Clarin Libreria y Papeleria SL,9,31183384,2026-05-15 00:00:00+00
B80399660,"ACCIONA SERVICIOS URBANOS, S.R.L.",9,18921043340,2026-05-15 00:00:00+00
B98116569,Ambulancias Vallada SLU,9,42969754,2026-05-15 00:00:00+00
B70382064,"PROSEMA NOROESTE, S.L.",9,316121000,2026-05-15 00:00:00+00
B21381793,"Gabinete Técnico Ambiental, S.L.U.",9,116915242,2026-05-14 00:00:00+00
B83086611,"Glub Glub Soluciones Tecnicas Para El Espectaculo, S.L.",9,28251644,2026-05-14 00:00:00+00
B02444545,"Acecho Seguridad, S.L.",9,27569151,2026-05-14 00:00:00+00
B44615193,Torus 23 SL,9,40084377,2026-05-14 00:00:00+00
B53441366,ALAVES MONTAJES Y REALIZACION SL,9,32055457,2026-05-13 00:00:00+00
B18804559,EXCAVACIONES Y DEMOLICIONES SANTA BARBARA S.L,9,62734914,2026-05-12 00:00:00+00
B15590581,"ESQUEIRO, S.L.",9,145260185,2026-05-12 00:00:00+00
B29361557,"HERMANOS CAMPANO, S.L.U",9,430977149,2026-05-11 00:00:00+00
B42128991,"NIVELACIONES Y DESMONTES ESAMA, S.L.",9,52416050,2026-05-11 00:00:00+00
B76772979,SANTA CRUZ DE OBRAS Y PROYECTOS SL,9,107220780,2026-05-06 00:00:00+00
B16201485,"HOSPITAL RECOLETAS CUENCA, S.L.U.",9,45189017,2026-05-05 00:00:00+00
B83608604,"Laboratorios Urgo, S.L.",9,26397160,2026-05-05 00:00:00+00
B83779983,Servicios Integrales en madera de exteriores SL,9,82986936,2026-05-04 00:00:00+00
B80696214,M.T.Brandao España S.L.,9,120767875,2026-04-29 00:00:00+00
B86639523,"I-MADE GLOBAL SPAIN, S.L.",9,89990000,2026-04-29 00:00:00+00
B41106956,pasarela s.l.,9,46945432,2026-04-28 00:00:00+00
A91910885,"FUTURA SERVICE PROVIDER, S.A.",9,58076163,2026-04-27 00:00:00+00
B84495837,Triangle Servicios Auxiliares,9,42454971,2026-04-22 00:00:00+00
B06982052,LIESNO BUNO. S.L.,9,36850607,2026-04-21 00:00:00+00
B80387095,"BBR INSTALACIONES, S.L.",9,112929749,2026-04-21 00:00:00+00
B10311678,"EURO STAR BUS, SL",9,37943727,2026-04-17 00:00:00+00
A41147380,"MARÍN Y ASOCIADOS, S.A.",9,52585708,2026-04-16 00:00:00+00
A28970614,"Ramón y Conchi, S.A.",9,101128459,2026-04-14 00:00:00+00
A85166270,"ALAUDA INGENIERÍA, S.A",9,305791409,2026-04-14 00:00:00+00
B46138632,EXPLORACIONES RADIOLOGICAS ESPECIALES SL,9,158405473,2026-04-10 00:00:00+00
B96827050,HOSPIMAR 2000 SL,9,100810292,2026-04-10 00:00:00+00
B13320247,"STAFF INFRAESTRUCTURA, S.L.U.",9,89524644,2026-03-27 00:00:00+00
B73058174,"SEGURIDAD MURCIANA EN EL TRABAJO Y LA SALUD, S.L.",9,34822600,2026-03-25 00:00:00+00
B44257111,SELVICULTURA TERUEL SLU,9,47015507,2026-03-16 00:00:00+00
B50892868,Celquisa,9,6817046,2026-03-16 00:00:00+00
B14850929,URBANAS ANDRECOR S.L.,9,47918759,2026-03-16 00:00:00+00
B24638199,"Maga Estudios y Construcciones, S.L.",9,201490987,2026-02-03 00:00:00+00
B70155981,Obradoiro Noroeste Arquitectos SLP,9,48580000,2025-12-23 00:00:00+00
A08837130,"Hako España, S.A.U.",9,60601483,2025-11-28 00:00:00+00
B18210013,CUERVA ENERGÍA S.L.U,9,89526099,2025-11-25 00:00:00+00
B15025372,"Martínez Montes e Hijos, SL",9,81251953,2025-11-14 00:00:00+00
B96262092,"CRONOGRAMA CONSTRUCCIONES, S.L.",9,160339738,2025-10-31 00:00:00+00
B54205810,last day ocio alternativo sl,9,16000000,2025-10-30 00:00:00+00
B56031198,INSTALACIONES Y SISTEMAS HIDRAULICOS S.L.,9,255892468,2025-09-29 00:00:00+00
B66846619,"Omena Technologies, SL",9,158336800,2025-09-09 00:00:00+00
B33043860,"GÓMEZ OVIEDO, S.L.",9,75453331,2025-07-18 00:00:00+00
A23028699,"MIGUEL PEREZ LUQUE, S.A.U.",9,339712662,2025-02-26 00:00:00+00
B23473804,"Comercial de combustibles y materiales, S.L.",9,21492024,2025-02-26 00:00:00+00
B67708024,"BRAVO PROGRAMACIONES ARTÍSTICAS,SL",9,20240900,2025-02-26 00:00:00+00
A08129181,"Laboratorios Menarini, S.A.",9,17314624,2025-02-26 00:00:00+00
B38470456,Instalaciones Eléctricas José Carlos S.L.,9,127761596,2025-02-25 00:00:00+00
B50354596,blarozar sl,9,8802745,2025-02-25 00:00:00+00
B58401282,"ROIG I FILLS ASSOCIATS, SL",9,182988100,2025-02-25 00:00:00+00
B97797468,SINTESIS Y ACCION SL,9,56401755,2025-02-24 00:00:00+00
B83243311,"Esferia 54, S.L.",9,80155000,2025-02-24 00:00:00+00
B39637715,"METALTRES PEFERLUI, SL",9,49128745,2025-02-24 00:00:00+00
A20070876,Zelatun S.A.,9,100249928,2025-02-22 00:00:00+00
B02787448,Jaralia Integral S.L.,9,170172166,2025-02-21 00:00:00+00
B70204094,COMBINA SOCIAL S.L,9,81340411,2025-02-21 00:00:00+00
A11749538,"SERVICIOS MÉDICOS SANITARIOS DEL SUR, S.A.U.",9,359069175,2025-02-21 00:00:00+00
A33205097,GERSIL S.A.,9,1475237,2025-02-21 00:00:00+00
A38238622,"Técnicas Competitivas, S.A.",9,131321351,2025-02-20 00:00:00+00
B06907455,CONSTRUCCIONES E INSTALACIONES ORFA SL,9,12141680,2025-02-20 00:00:00+00
A28620649,"Aplicaciones Electronicas Quasar, S.A.",9,49429110,2025-02-20 00:00:00+00
B92398031,Acanthus,9,200401060,2025-02-20 00:00:00+00
B84384296,IC-10 PROYECTOS TÉCNICOS Y CONSTRUCTIVOS S.L.,9,267274205,2025-02-20 00:00:00+00
B36938009,"EDNON, S.L.",9,471924839,2025-02-19 00:00:00+00
B97137129,Info World White Web SL,9,4132843,2025-02-19 00:00:00+00
A53081246,"CABISUAR ALICANTE, S.A.",9,37531373,2025-02-19 00:00:00+00
A29626009,"iSOFT Sanidad, SA",9,319424686,2025-02-19 00:00:00+00
B33599523,"MEVALS PROYECTOS Y CONSTRUCCIONES, S.L.U.",9,104732815,2025-02-19 00:00:00+00
B04785788,Mobasegon S.L,9,2954232,2025-02-19 00:00:00+00
B59736892,"DF Economistes Auditors, SL",9,5312490,2025-02-19 00:00:00+00
B45553120,"INICIATIVAS RFE, S.L.",9,492213281,2025-02-19 00:00:00+00
A79449302,"ILUNION CEE Limpieza y Medioambiente, S.A.",9,83454176,2025-02-18 00:00:00+00
B72385792,NEXO OBRAS E INSTALACIONES S.L.,9,70225000,2025-02-18 00:00:00+00
A33617028,"GOYASTUR, S.A.",9,166405729,2025-02-18 00:00:00+00
A40022881,LA PALOMA SEGOVIANA SA,9,31901774,2025-02-18 00:00:00+00
B41481037,"CATRASUR,S.L",9,166013886,2025-02-18 00:00:00+00
B09778309,XMusic Audiovisuales SL,9,23203200,2025-02-18 00:00:00+00
B35492784,"DESIC, S.L.",9,713764922,2025-02-18 00:00:00+00
B54719885,Building & Home Technologies SL,9,21591100,2025-02-18 00:00:00+00
B52003829,"YOLANDA PEREZ RAMOS,S.L.",9,113189370,2025-02-17 00:00:00+00
B83521229,HERNANDEZ ZAZO S.L.,9,100085890,2025-02-17 00:00:00+00
A08664658,"Centro de Exámenes Médicos, S.A.",9,148451334,2025-02-17 00:00:00+00
B88199153,Anton Paar Spain SLU,9,99046500,2025-02-17 00:00:00+00
B39373790,De la Fuente Producciones Artísticas S.L,9,22510995,2025-02-17 00:00:00+00
A08222465,"LABORATORIOS RUBIÓ, S.A.",9,59566500,2025-02-17 00:00:00+00
B38363842,TRANSPORTES FUMERO MESA S.L.,9,55107286,2025-02-14 00:00:00+00
A41513581,"Sainsel Sistemas Navales, SAU, SME",9,986765460,2025-02-14 00:00:00+00
A58226689,"DTI Solar Protection Solutions, S.A.",9,36437311,2025-02-14 00:00:00+00
A31501901,"MailTecK, S.A.",9,380202091,2025-02-14 00:00:00+00
A03378668,"CAUCE PROYECTOS Y OBRAS, S.A.",9,8828715,2025-02-14 00:00:00+00
B52553070,IGNACIU GALAN Y GONZALEZ,9,11424124,2025-02-13 00:00:00+00
B10242188,"Campon Gibello, S.L.",9,18997626,2025-02-13 00:00:00+00
B03351434,DASS DIVISIONES AGRUPADAS. S. L.,9,4312305,2025-02-13 00:00:00+00
B23759996,EVENTOS INTEGRALES 2015 S.L.,9,35186952,2025-02-13 00:00:00+00
B18340224,"Construcciones Aridexa,S.L",9,38506000,2025-02-12 00:00:00+00
B87196655,Unblock Creativity S.L,9,35028020,2025-02-12 00:00:00+00
B02487296,ELECTROMONTAJES MAYE SL,9,130742037,2025-02-12 00:00:00+00
A30113237,"BNFIX IR CONSULTORES, S.A.",9,7619304,2025-02-11 00:00:00+00
B45457405,PANAMA SUMINISTROS ELECTRICOS SLU,9,43514675,2025-02-11 00:00:00+00
B33628025,"EXCADE, S.L.",9,122443430,2025-02-11 00:00:00+00
B87871422,"Steelco España Soluciones Integrales en Esterilización, S.L.",9,165987661,2025-02-11 00:00:00+00
B91607127,"LABS & TECHONOLOGICAL SERVICES AGQ, S.L.",9,72914456,2025-02-11 00:00:00+00
B85706265,Effectia innovation solutions sl,9,69666245,2025-02-11 00:00:00+00
B09465352,"DATAINFO CONSULTORÍA Y ASESORÍA, S.L.",9,8669353,2025-02-10 00:00:00+00
B72775513,"Empresa de Alumbrado Eléctrico de Ceuta Energía, S.L.U.",9,978694365,2025-02-10 00:00:00+00
A12000071,La Hispano de Fuente en Segures S.A.,9,1307285215,2025-02-10 00:00:00+00
B38867602,I.LÓPEZ ANIMACIÓN Y OCIO SL,9,20275113,2025-02-10 00:00:00+00
B22230056,POLICLINICAS SEAP SLU,9,25953210,2025-02-07 00:00:00+00
A28028744,"Agencia Efe, S.A.U. S.M.E.",9,104940065,2025-02-07 00:00:00+00
B29722881,"Genal Ingenieria y Paisajismo, SL",9,223725585,2025-02-07 00:00:00+00
B81655334,"Grupo Noroeste, S.L",9,10078644,2025-02-07 00:00:00+00
B90375296,"Concesur Trucks, S.L.",9,243170000,2025-02-07 00:00:00+00
B86363603,Envera Empleo S.L.U.,9,75764842,2025-02-07 00:00:00+00
B10232411,SUMINISTROS AUTO-FERR S.L.,9,10000509,2025-02-06 00:00:00+00
B60236817,"NRD MULTIMEDIA, S.L.",9,44271741,2025-02-06 00:00:00+00
A28903920,"Gloval Valuation, SAU",9,58953805,2025-02-06 00:00:00+00
A08709644,"IMPREGNACION DE MADERAS, SA",9,27174651,2025-02-06 00:00:00+00
B57817777,Intelligentia Pro Justitia SL,9,19249000,2025-02-06 00:00:00+00
A84603133,Curium Pharma Spain S.A.,9,1952967010,2025-02-06 00:00:00+00
B06824080,Glintt Healthcare S.L.,9,430516961,2025-02-06 00:00:00+00
B46563219,"ELECTROMEDICAL, S.L.",9,749696600,2025-02-06 00:00:00+00
A58419326,"INSTITUTO GRIFOLS, S.A.",9,2609688375,2025-02-06 00:00:00+00
B76319466,OPTION PRODUCTIONS SL,9,171265294,2025-02-05 00:00:00+00
A78090685,"Fernández Miranda, S.A.",9,41867219,2025-02-04 00:00:00+00
B40580615,ETAYO CONSTRUCCIÓN E INGENIERIA S.L.,9,233688215,2025-02-04 00:00:00+00
B32021487,OBRAS Y SERVICIOS GÓMEZ CRESPO SL,9,1247021252,2025-02-04 00:00:00+00
B09107657,HIJOS DE PACHIN SL,9,49336552,2025-02-04 00:00:00+00
B99045379,"HIBERUS SISTEMAS INFORMATICOS, SL",9,221388857,2025-02-03 00:00:00+00
B04881561,VERDE URBANO PAISAJISMO &JARDINERÍA S.L.,9,66614996,2025-01-31 00:00:00+00
B84290402,NEW SAMPER SL,9,72850406,2025-01-31 00:00:00+00
B85621159,"SERVEO SOCIAL, S.L.U.",9,995736694,2025-01-31 00:00:00+00
B58133976,"DESLI-BLOC, S.L.",9,35536915,2025-01-31 00:00:00+00
B41637836,SEÑALIZACIONES JICA ANDALUZA S.L.,9,421019726,2025-01-30 00:00:00+00
B10253789,"HORMIGONES LA BARCA, S.L.U.",9,34184496,2025-01-29 00:00:00+00
B34106336,FRUTAS ISLAS ESTALAYO S.L.,9,39438982,2025-01-29 00:00:00+00
B32262636,"LEGUFRUT AGRO, S.L.",9,67845504,2025-01-29 00:00:00+00
B52006178,HIGICONTROL MELILLA SL,9,117135759,2025-01-29 00:00:00+00
B39712971,"Sistemas Numéricos de Percepción, S.L.",9,23058480,2025-01-29 00:00:00+00
B14462113,PLATANOS HERMANOS FORTES SL,9,53955227,2025-01-29 00:00:00+00
B24299844,"DECOESLA, S.L.",9,72968831,2025-01-28 00:00:00+00
B41654393,"ANDALUZA DE INSTRUMENTACIÓN,S L.",9,139709937,2025-01-28 00:00:00+00
A01052380,TUBERÍAS Y PERFILES PLASTICOS SAU,9,418835351,2025-01-28 00:00:00+00
B82435678,"Grupo Tecnología del Tráfico, S.L.",9,85221052,2025-01-28 00:00:00+00
B43408533,LLABERIA PLASTICS SL,9,143333164,2025-01-28 00:00:00+00
B21190012,"INSTALACIONES Y MONTAJES MONDACA ROSADO, S.L.",9,130507680,2025-01-28 00:00:00+00
B18413229,EAST WEST PRODUCTOS TEXTILES S.L.,9,32256820,2025-01-27 00:00:00+00
B57063232,"FINQUES LA TRAPA, SL",9,158381898,2025-01-27 00:00:00+00
B38975926,Insiteca Ingenieros S.L.P.,9,82034667,2025-01-27 00:00:00+00
B02902989,Tromp Medical SLU,9,92465517,2025-01-27 00:00:00+00
B44561421,"LAYHER IBÉRICA, S.L.",9,130790265,2025-01-24 00:00:00+00
B05524459,TJS INGENIEROS PROYECTOS FORESTALES SL,9,73926922,2025-01-24 00:00:00+00
B38645271,"INVER RUR 2001, S.L.",9,124888300,2025-01-24 00:00:00+00
B30595441,"FUPINAX,S.L.",9,17412033,2025-01-24 00:00:00+00
B24319618,LUNA SL MATERIAL CONTRA INCENDIOS,9,189963895,2025-01-21 00:00:00+00
B38437869,CANAUDIT S.L.,9,36440920,2025-01-21 00:00:00+00
A84039338,SERPISTA SA,9,58823900,2025-01-20 00:00:00+00
B47041405,"ELECTRICIDAD PASCUAL DE DIEGO,S.L.",9,101018741,2025-01-20 00:00:00+00
B85932358,KALAMAN CONSULTING,9,60867018,2025-01-20 00:00:00+00
B95631404,"BIZKAIKO ELKAR, S.L.",9,32875196,2025-01-17 00:00:00+00
B42717033,"COMIDILLA COMUNICACIÓN, S.L.",9,31569846,2025-01-17 00:00:00+00
A64682149,SOCIEDAD DE PREVENCION AUTORIZADA SA,9,12431696,2025-01-17 00:00:00+00
B49304645,"VALMMA SOLUCIONES, SL",9,70249939,2025-01-17 00:00:00+00
B98496516,"TRILLO, S.L.",9,18002801,2025-01-17 00:00:00+00
A80292667,"AYVENS SPAIN MOBILITY SOLUTION S.A.U. (ALD AUTOMOTIVE, S.A.U.)",9,199663200,2025-01-16 00:00:00+00
B24396707,Ambulancias Norteleon S.L.,9,98471320,2025-01-15 00:00:00+00
A81657934,"AEBI SCHMIDT IBERICA, SA",9,127985160,2025-01-15 00:00:00+00
B41489162,"TALLERES Y BASCULANTES TORREBLANCA, S.L.",9,45759594,2025-01-15 00:00:00+00
B44020063,"LUBRICANTES PARICIO, S.L.",9,4029319,2025-01-15 00:00:00+00
B15025661,"Instalaciones Eléctricas Coruñesas, S.L.",9,54315321,2025-01-14 00:00:00+00
A48167373,"ZANJADORAS Y DESMONTES,S.A.",9,81160710,2025-01-14 00:00:00+00
B88034913,"DATATEC INSTRUMENTS, S.L.",9,85626500,2025-01-14 00:00:00+00
B83388272,GESTINVER VALORACIONES SL,9,154795633,2025-01-13 00:00:00+00
B19192244,"Boreal comunicaciones,S.L",9,4520073,2025-01-09 00:00:00+00
B85132496,ALAMCIA SL,9,35639200,2025-01-08 00:00:00+00
B06284335,"Mar Toros, S.L.",9,39162300,2025-01-07 00:00:00+00
B67868349,DECOCALLEJAS SOLUCIONES CONSTRUCTIVAS.S.L,9,166877198,2025-01-03 00:00:00+00
A36201259,"CZ Vaccines, S.A.U.",9,654683241,2025-01-02 00:00:00+00
B44274942,Constantin Balauca Construcciones y Reformas S.L.U,9,98143300,2024-12-31 00:00:00+00
B54998562,Tacte Social S.L.,9,12534660,2024-12-30 00:00:00+00
A66505702,"GLOOBAL MOVINGRENT, SA",9,38501839,2024-12-30 00:00:00+00
A80157746,Viewnext S.A.,9,2319117496,2024-12-30 00:00:00+00
B10987592,"JSMOBRAS,S.L.",9,73682161,2024-12-30 00:00:00+00
A47083100,"BIOTEC MEDICA, SA",9,42800179,2024-12-30 00:00:00+00
B04950473,SOMERGIA INGENIERÍA SL,9,47968156,2024-12-30 00:00:00+00
B18483859,"ARM MOTOR, S.L.",9,31741941,2024-12-27 00:00:00+00
B47748264,OBRAS HERZACO S.L.,9,156336371,2024-12-27 00:00:00+00
A41043324,"HELIOPOL, S.A.U.",9,356597078,2024-12-27 00:00:00+00
A50165083,"DISTRIBUCIONES RODRIGO, S.A.",9,36336917,2024-12-27 00:00:00+00
B15800907,"VILLASUSO ORTEGAL, S.L.",9,175381458,2024-12-27 00:00:00+00
B50657709,"Clínica Ginecológica de Zaragoza, SL",9,83344200,2024-12-26 00:00:00+00
B74026097,"IMPRIMIMOS, SL",9,3849116,2024-12-26 00:00:00+00
B37385200,"ESCUELA DE NUEVAS TECNOLOGÍAS TORRES QUEVEDO,S .L.",9,24960000,2024-12-26 00:00:00+00
B72285240,Emell Eventos SL,9,42797475,2024-12-26 00:00:00+00
A78347291,"CONSTRUCCIONES ELEA, S.A.",9,105336780,2024-12-23 00:00:00+00
B76593276,"LICASAN CANARIAS, S.L",9,34076634,2024-12-23 00:00:00+00
B47019799,"COMERCIAL CUATRO, S.L.",9,31963307,2024-12-23 00:00:00+00
B42705905,CONSTRUMARQ LEVANTE SL,9,69229474,2024-12-23 00:00:00+00
B47489273,"APAREJO OFICINA TÉCNICA, S.L.",9,49736574,2024-12-23 00:00:00+00
A58596628,"NUTRECO ANIMAL NUTRITION IBÉRICA, S.A.U",9,74607451,2024-12-22 00:00:00+00
B42688085,"Alitek Ingenieria y Pavimentos, S.L.",9,98679449,2024-12-20 00:00:00+00
B01850833,"Gicsa, Gestión de Infraestructuras Viales S.L.",9,116844466,2024-12-20 00:00:00+00
A28520278,"Omicron-Amepro, S.A.",9,123890154,2024-12-20 00:00:00+00
B90000258,PENINSULAR DE OBRA CIVIL Y EDIFICACIÓN S.L.,9,190694034,2024-12-20 00:00:00+00
B53977013,"Protección geriátrica 2005, S.L.",9,424697779,2024-12-19 00:00:00+00
B13164520,"CIUSEGUR, S.L.",9,43071414,2024-12-19 00:00:00+00
B87622015,"ALEDIT PROFESSIONAL SERVICES, S.L.",9,17739544,2024-12-19 00:00:00+00
A48062277,"Cadagua, S.A.",9,776372184,2024-12-19 00:00:00+00
